t,E0,E1,E2,E3,E4,E5,E6,E7
6.655518394648828995e+00,-1.090744434520026784e+00,-1.076590545145935218e+00,-5.501919795926637491e-01,-5.360380902185690744e-01,-3.486020499092101765e-01,-3.344481605351166120e-01,-2.061042943922488657e-01,-1.919504050181544130e-01
6.688963210702341122e+00,-1.082678088352855728e+00,-1.067877584461242257e+00,-5.482136142467457507e-01,-5.334131103551300601e-01,-3.459041828213802461e-01,-3.311036789297652216e-01,-2.033607951763451993e-01,-1.885602912847290646e-01
6.722408026755852362e+00,-1.074664041612790166e+00,-1.059187484032916293e+00,-5.462408623274790376e-01,-5.307643047476029441e-01,-3.432357549042908129e-01,-3.277591973244133872e-01,-2.006639819608975195e-01,-1.851874243810214260e-01
6.755852842809364489e+00,-1.066704004723626253e+00,-1.050520657892325405e+00,-5.442738029355014273e-01,-5.280904561041981360e-01,-3.405980625503650661e-01,-3.244147157190622188e-01,-1.980154860690626073e-01,-1.818321392377584278e-01
6.789297658862875728e+00,-1.058799743109807956e+00,-1.041877526937710741e+00,-5.423125164903264128e-01,-5.253903003182263109e-01,-3.379924502858100421e-01,-3.210702341137110505e-01,-1.954169925057707147e-01,-1.784947763336706128e-01
6.822742474916387856e+00,-1.050953077725571783e+00,-1.033258518954031091e+00,-5.403570847532455090e-01,-5.226625259817028191e-01,-3.354203112799014619e-01,-3.177257525083607703e-01,-1.928702404639659473e-01,-1.751756816924230353e-01
6.856187290969899095e+00,-1.043165885403387172e+00,-1.024664068625777080e+00,-5.384075908505747687e-01,-5.199057740729626786e-01,-3.328830876806203598e-01,-3.143812709030096020e-01,-1.903770236498045776e-01,-1.718752068721915993e-01
6.889632107023411223e+00,-1.035440098996732061e+00,-1.016094617542303791e+00,-5.364641192972017247e-01,-5.171186378427710117e-01,-3.303822707520902568e-01,-3.110367892976575455e-01,-1.879391904018727910e-01,-1.685937089474414119e-01
6.923076923076922462e+00,-1.027777707290703058e+00,-1.007550614195193317e+00,-5.345267560204669532e-01,-5.142996629249541041e-01,-3.279194007878198924e-01,-3.076923076923057110e-01,-1.855586435779297272e-01,-1.653315504824155457e-01
6.956521739130434590e+00,-1.020180754652597166e+00,-9.990325139671734078e-01,-5.325955883843480620e-01,-5.114473476989209733e-01,-3.254960667723847401e-01,-3.043478260869554308e-01,-1.832373401812952274e-01,-1.620890994958668063e-01
6.989966555183945829e+00,-1.012651340393375454e+00,-9.905407791120801608e-01,-5.306707052139618686e-01,-5.085601439326643547e-01,-3.231139057629013323e-01,-3.010033444816053727e-01,-1.809772906978099893e-01,-1.588667294165122534e-01
7.023411371237457956e+00,-1.005191617809982452e+00,-9.820758787253582867e-01,-5.287521968203725553e-01,-5.056364577357468360e-01,-3.207746019608794796e-01,-2.976588628762530941e-01,-1.787805581133570243e-01,-1.556648190287310829e-01
7.056856187290969196e+00,-9.978037928778888954e-01,-9.736382887045891277e-01,-5.268401550257073573e-01,-5.026746508524062573e-01,-3.184798854442043581e-01,-2.943143812709010376e-01,-1.766492565812787241e-01,-1.524837524079771800e-01
7.090301003344481323e+00,-9.904901225629700878e-01,-9.652284916995084174e-01,-5.249346731885651263e-01,-4.996730423251010134e-01,-3.162315305290155365e-01,-2.909698996655500913e-01,-1.745855497088544261e-01,-1.493239188453896471e-01
7.123745819397992562e+00,-9.832529127221333320e-01,-9.568469770510051875e-01,-5.230358462297194366e-01,-4.966299105585899598e-01,-3.140313537313289549e-01,-2.876254180601988120e-01,-1.725916484322146394e-01,-1.461857127610840523e-01
7.157190635451504690e+00,-9.760945155628960590e-01,-9.484942407185504853e-01,-5.211437706581084628e-01,-4.935434958137633332e-01,-3.118812112991954377e-01,-2.842809364548485318e-01,-1.706698084499379542e-01,-1.430695336055919364e-01
7.190635451505016817e+00,-9.690173266336499225e-01,-9.401707851955347639e-01,-5.192585445971080738e-01,-4.904120031589904727e-01,-3.097829962876148535e-01,-2.809364548494981406e-01,-1.688223271870457065e-01,-1.399757857489267732e-01
7.224080267558528057e+00,-9.620237813185581466e-01,-9.318771194119592760e-01,-5.173802678110612785e-01,-4.872336059044599654e-01,-3.077386351507467310e-01,-2.775919732441483045e-01,-1.670515402633518942e-01,-1.369048783567492489e-01
7.257525083612040184e+00,-9.551163508140853020e-01,-9.236137586240084074e-01,-5.155090417320870033e-01,-4.840064495420076662e-01,-3.057500838288759182e-01,-2.742474916387945827e-01,-1.653598174432034940e-01,-1.338572252531226026e-01
7.290969899665551424e+00,-9.482975375681661490e-01,-9.153812242899022067e-01,-5.136449694871267901e-01,-4.807286562088612936e-01,-3.038193233117090220e-01,-2.709030100334461899e-01,-1.637495580475951673e-01,-1.308332447693278944e-01
7.324414715719063551e+00,-9.415698701679191540e-01,-9.071800439316011211e-01,-5.117881559252384083e-01,-4.773983296889168226e-01,-3.019483546644148309e-01,-2.675585284280939113e-01,-1.622231858145883887e-01,-1.278333595782659149e-01
7.357859531772574790e+00,-9.349358976677609734e-01,-8.990107509817856224e-01,-5.099387076451115108e-01,-4.740135609591348276e-01,-3.001391935087186491e-01,-2.642140468227426320e-01,-1.607831431999077187e-01,-1.248579965139299253e-01
7.391304347826086918e+00,-9.283981833567278574e-01,-8.908738846157053803e-01,-5.080967330228041146e-01,-4.705724342817794170e-01,-2.983938639584162722e-01,-2.608695652173909085e-01,-1.594318851165332784e-01,-1.219075863755076927e-01
7.424749163879598157e+00,-9.219592979718118642e-01,-8.827699895673659647e-01,-5.062623422396772543e-01,-4.670730338352293565e-01,-2.967143920164876381e-01,-2.575250836120404063e-01,-1.581718721200953137e-01,-1.189825637156465277e-01
7.458193979933110285e+00,-9.156218123729914504e-01,-8.746996159296743789e-01,-5.044356473105108263e-01,-4.635134508671919784e-01,-2.951027984500081969e-01,-2.541806020066877947e-01,-1.570055630557928295e-01,-1.160833666124724273e-01
7.491638795986621524e+00,-9.093882897054677006e-01,-8.666633189380950064e-01,-5.026167621117918483e-01,-4.598917913444173777e-01,-2.935610911687109859e-01,-2.508361204013371815e-01,-1.559354071923388929e-01,-1.132104364249630901e-01
7.525083612040133652e+00,-9.032612770851190520e-01,-8.586616587374659160e-01,-5.008058024101488259e-01,-4.562061840624939135e-01,-2.920912571436408145e-01,-2.474916387959870123e-01,-1.549638358789843240e-01,-1.103642175313276352e-01
7.558528428093644891e+00,-8.972432968542073395e-01,-8.506952001316127054e-01,-4.990028858909162368e-01,-4.524547891683202705e-01,-2.906952539132309221e-01,-2.441471571906358440e-01,-1.540932537726561469e-01,-1.075451570500581822e-01
7.591973244147157018e+00,-8.913368374657675286e-01,-8.427645123154965390e-01,-4.972081321868082604e-01,-4.486358070365354944e-01,-2.893750007355559983e-01,-2.408026755852841205e-01,-1.533260296936764799e-01,-1.047537045434021596e-01
7.625418060200668258e+00,-8.855443440664109156e-01,-8.348701685896101621e-01,-4.954216629066744426e-01,-4.447474874298721348e-01,-2.881323694567340388e-01,-2.374581939799326191e-01,-1.526644871798036318e-01,-1.019903117029987705e-01
7.658862876254180385e+00,-8.798682088583487104e-01,-8.270127460564498101e-01,-4.936436016643248603e-01,-4.407881388624248498e-01,-2.869691751764802401e-01,-2.341137123745822279e-01,-1.521108948194429544e-01,-9.925543201754216671e-02
7.692307692307691624e+00,-8.743107613318034099e-01,-8.191928252989227888e-01,-4.918740741073707179e-01,-4.367561380744874322e-01,-2.858871668021142343e-01,-2.307692307692302824e-01,-1.516674564552030757e-01,-9.654952042231823572e-02
7.725752508361203752e+00,-8.688742584682778158e-01,-8.114109900405817033e-01,-4.901132079460999158e-01,-4.326499395184020269e-01,-2.848880175915773361e-01,-2.274247491638796692e-01,-1.513363013582997851e-01,-9.387303293060078602e-02
7.759197324414714991e+00,-8.635608750229754049e-01,-8.036678267877251924e-01,-4.883611329822971081e-01,-4.284680847470451193e-01,-2.839733157937801566e-01,-2.240802675585283898e-01,-1.511194744821507951e-01,-9.122642624689769608e-02
7.792642140468227119e+00,-8.583726940007434525e-01,-7.959639244533649460e-01,-4.866179811380340059e-01,-4.242092115906557215e-01,-2.831445555005558390e-01,-2.207357859531775546e-01,-1.510189269095325582e-01,-8.861015736215227534e-02
7.826086956521738358e+00,-8.533116974436828484e-01,-7.882998739632568475e-01,-4.848838864843568741e-01,-4.198720630039293189e-01,-2.824031278282551627e-01,-2.173913043478249429e-01,-1.510365066115003652e-01,-8.602468313107136666e-02
7.859531772575250486e+00,-8.483797576499514381e-01,-7.806762678441514502e-01,-4.831589852698454646e-01,-4.154554954640439224e-01,-2.817503125482778703e-01,-2.140468227424743297e-01,-1.511739496376315328e-01,-8.347045983182843631e-02
7.892976588628762613e+00,-8.435786289419077155e-01,-7.730936997946319389e-01,-4.814434159490194043e-01,-4.109584868017414072e-01,-2.811872702844023797e-01,-2.107023411371226063e-01,-1.514328718557650388e-01,-8.094794270848537643e-02
7.926421404682273852e+00,-8.389099400975001952e-01,-7.655527642388773035e-01,-4.797373192105263140e-01,-4.063801433519020900e-01,-2.807150353903964390e-01,-2.073578595317724371e-01,-1.518147613552018882e-01,-7.845758549657622094e-02
7.959866220735785980e+00,-8.343751875516879357e-01,-7.580540558638845239e-01,-4.780408380050896744e-01,-4.017197063172849303e-01,-2.803345096142267900e-01,-2.040133779264207137e-01,-1.523209716201775477e-01,-7.599983993237025004e-02
7.993311036789297219e+00,-8.299757294646767924e-01,-7.505981691406939937e-01,-4.763541175731584865e-01,-3.969765572491739114e-01,-2.800464566450548975e-01,-2.006688963210703225e-01,-1.529527155704494268e-01,-7.357515524646363048e-02
8.026755852842809347e+00,-8.257127807411658305e-01,-7.431856978303429395e-01,-4.746773054722112084e-01,-3.921502225613869852e-01,-2.798514976265430443e-01,-1.973244147157181549e-01,-1.537110605532368002e-01,-7.118397764241213288e-02
8.060200668896321474e+00,-8.215874090698040977e-01,-7.358172344753100003e-01,-4.730105516036713365e-01,-3.872403770091752406e-01,-2.797501077048629714e-01,-1.939799331103686519e-01,-1.545969243557656636e-01,-6.882674976126790245e-02
8.093645484949831825e+00,-8.176005320351644734e-01,-7.284933698773463639e-01,-4.713540082393739006e-01,-3.822468460815520164e-01,-2.797426136628380355e-01,-1.906354515050161513e-01,-1.556110722907757538e-01,-6.650391013295342546e-02
8.127090301003343953e+00,-8.137529153361574563e-01,-7.212146925627062055e-01,-4.697078300475147072e-01,-3.771696072740607919e-01,-2.798291926731174550e-01,-1.872909698996657601e-01,-1.567541153889788763e-01,-6.421589261552407280e-02
8.160535117056856080e+00,-8.100451721255550463e-01,-7.139817882358694412e-01,-4.680721741180524642e-01,-3.720087902283633063e-01,-2.800098721840014182e-01,-1.839464882943144808e-01,-1.580265097131899887e-01,-6.196312582350083087e-02
8.193979933110368208e+00,-8.064777634657452898e-01,-7.067952392229605030e-01,-4.664471999874676422e-01,-3.667646757446801908e-01,-2.802845309317510969e-01,-1.806020066889622022e-01,-1.594285567893163336e-01,-5.974603254652843809e-02
8.227424749163878559e+00,-8.030509998765574808e-01,-6.996556239061916260e-01,-4.648330696628329983e-01,-3.614376936924642569e-01,-2.806529010539796642e-01,-1.772575250836121441e-01,-1.609604051301147809e-01,-5.756502915974537338e-02
8.260869565217390686e+00,-7.997650439326837724e-01,-6.925635161507261994e-01,-4.632299476451162690e-01,-3.560284198631562536e-01,-2.811145712602192148e-01,-1.739130434782614198e-01,-1.626220528093076378e-01,-5.542052502734751140e-02
8.294314381270902814e+00,-7.966199138512789490e-01,-6.855194847254933999e-01,-4.616380009516488636e-01,-3.505375718258617601e-01,-2.816689909986970219e-01,-1.705685618729084752e-01,-1.644133510267226095e-01,-5.331292190093617211e-02
8.327759197324414941e+00,-7.936154879953650765e-01,-6.785240927195462790e-01,-4.600573991376725180e-01,-3.449660038618508340e-01,-2.823154755433788798e-01,-1.672240802675582505e-01,-1.663340085901357235e-01,-5.124261331431445576e-02
8.361204013377925293e+00,-7.907515102059194945e-01,-6.715778969556402966e-01,-4.584883143169020681e-01,-3.393147010666184293e-01,-2.830532119124875567e-01,-1.683835972268121761e-01,-1.638795986622088030e-01,-4.920998397652975864e-02
8.394648829431437420e+00,-7.880275958654510138e-01,-6.646814474028495123e-01,-4.569309211809970961e-01,-3.335847727183922640e-01,-2.838812655194575818e-01,-1.705615576275995027e-01,-1.605351170568576347e-01,-4.721540916499600282e-02
8.428093645484949548e+00,-7.854432385884352330e-01,-6.578352865900259916e-01,-4.553853970178781685e-01,-3.277774450194662625e-01,-2.847985874499142644e-01,-1.728672061190540399e-01,-1.571906354515045789e-01,-4.525925412064435438e-02
8.461538461538461675e+00,-7.829978174294128790e-01,-6.510399490220318830e-01,-4.538519217287780849e-01,-3.218940533213939803e-01,-2.858040222535366270e-01,-1.752997418544831598e-01,-1.538461538461525224e-01,-4.334187344710072054e-02
8.494983277591972026e+00,-7.806906044976618109e-01,-6.442959606006992690e-01,-4.523306778439444287e-01,-3.159360339469765577e-01,-2.868963161377680038e-01,-1.778582544129170273e-01,-1.505016722408016872e-01,-4.146361051595170988e-02
8.528428093645484154e+00,-7.785207728680993977e-01,-6.376038380525481664e-01,-4.508218505368872808e-01,-3.099049157213304984e-01,-2.880741254510057470e-01,-1.805417316957639295e-01,-1.471571906354510739e-01,-3.962479688020981161e-02
8.561872909698996281e+00,-7.764874046811406361e-01,-6.309640883652957166e-01,-4.493256276370712898e-01,-3.038023113212212634e-01,-2.893360253459466014e-01,-1.833490680139718831e-01,-1.438127090300990174e-01,-3.782575169812507632e-02
8.595317725752508409e+00,-7.745894993293743758e-01,-6.243772082352080366e-01,-4.478421996409508443e-01,-2.976299085467813965e-01,-2.906805185189159646e-01,-1.862790722636776808e-01,-1.404682274247482932e-01,-3.606678116951167468e-02
8.628762541806020536e+00,-7.728259816358183931e-01,-6.178436835273922734e-01,-4.463717597212192301e-01,-2.921060439278259091e-01,-2.913894616127870596e-01,-1.893304760952041477e-01,-1.371237458193961256e-01,-3.434817798677669565e-02
8.662207357859530887e+00,-7.711957099367401369e-01,-6.113639887510500248e-01,-4.449145037341832865e-01,-2.936109853997375119e-01,-2.850827825484874012e-01,-1.925019419885126704e-01,-1.337792642140476218e-01,-3.267022080282155905e-02
8.695652173913043015e+00,-7.696974839912933408e-01,-6.049385865517966643e-01,-4.434706302251152366e-01,-2.951936800481929080e-01,-2.787117327856134530e-01,-1.957920711574853145e-01,-1.304347826086958984e-01,-3.103317371798763880e-02
8.729096989966555142e+00,-7.683300526501362082e-01,-5.985679272229937897e-01,-4.420403404314854345e-01,-2.968524264304877036e-01,-2.722782150043383531e-01,-1.991994112153092633e-01,-1.270903010033443969e-01,-2.943728578816506847e-02
8.762541806020067270e+00,-7.670921212253950516e-01,-5.922524482380734367e-01,-4.406238382839237078e-01,-2.985854923853140663e-01,-2.657841652965987622e-01,-2.027224635434811129e-01,-1.237458193979931176e-01,-2.788279055615860980e-02
8.795986622073577621e+00,-7.659823585146067204e-01,-5.859925738057557565e-01,-4.392213304048006028e-01,-3.003911225014935793e-01,-2.592315456959456421e-01,-2.063596903171677210e-01,-1.204013377926423933e-01,-2.636990560831486974e-02
8.829431438127089748e+00,-7.649994034412522792e-01,-5.797887144499341838e-01,-4.378330261042687743e-01,-3.022675451786106526e-01,-2.526223371129477924e-01,-2.101095211496951665e-01,-1.170568561872904478e-01,-2.489883215837507269e-02
8.862876254180601876e+00,-7.641418712840356564e-01,-5.736412666159748097e-01,-4.364591373736582680e-01,-3.042129792500011254e-01,-2.459585327055932025e-01,-2.139703593284408845e-01,-1.137123745819409448e-01,-2.346975466037748426e-02
8.896321070234114003e+00,-7.634083594759800695e-01,-5.675506123049999241e-01,-4.350998788760404024e-01,-3.062256401475652590e-01,-2.392421317050609231e-01,-2.179405876233535544e-01,-1.103678929765887773e-01,-2.208284045237518534e-02
8.929765886287624355e+00,-7.627974529625342059e-01,-5.615171187376738482e-01,-4.337554679338598840e-01,-3.083037455960985218e-01,-2.324751337089958625e-01,-2.220185736574403768e-01,-1.070234113712376089e-01,-2.073823943257879776e-02
8.963210702341136482e+00,-7.623077291152244861e-01,-5.555411380487378370e-01,-4.324261245134395359e-01,-3.104455208323755322e-01,-2.262026748359014794e-01,-2.256595334469482517e-01,-1.036789297658858855e-01,-1.943608376941263760e-02
8.996655518394648610e+00,-7.619377622037570852e-01,-5.496230070136229884e-01,-4.311120712062521676e-01,-3.126492033506693691e-01,-2.304912428369720878e-01,-2.187973160161146291e-01,-1.003344481605358274e-01,-1.817648764683654772e-02
9.030100334448160737e+00,-7.616861274350084088e-01,-5.437630468080454360e-01,-4.298135332067574144e-01,-3.149130471821484090e-01,-2.348826276730701101e-01,-2.118904525797914440e-01,-9.698996655518321575e-02,-1.695954704610536101e-02
9.063545150501671088e+00,-7.615514045719342651e-01,-5.379615628015035345e-01,-4.285307382866789805e-01,-3.172353267202632221e-01,-2.393751813354256797e-01,-2.049408965162454743e-01,-9.364548494983315763e-02,-1.578533956499306168e-02
9.096989966555183216e+00,-7.615321811491735371e-01,-5.322188443853368423e-01,-4.272639167655443160e-01,-3.196143401083155755e-01,-2.439672610391503405e-01,-1.979505800017080652e-01,-9.030100334448198929e-02,-1.465392427531464481e-02
9.130434782608695343e+00,-7.616270553050676906e-01,-5.265351648358782555e-01,-4.260133014773317406e-01,-3.220484122083202561e-01,-2.486572320886084597e-01,-1.909214110081397520e-01,-8.695652173913015481e-02,-1.356534161941647110e-02
9.163879598662207471e+00,-7.618346382519929350e-01,-5.209107812129196713e-01,-4.247791277330488224e-01,-3.245358971728509179e-01,-2.534434703851675685e-01,-1.838552706939748926e-01,-8.361204013377965261e-02,-1.251961334609386078e-02
9.197324414715717822e+00,-7.621535564084407355e-01,-5.153459342937332099e-01,-4.235616332790912431e-01,-3.270751806431364539e-01,-2.583243646009241168e-01,-1.767540111643803868e-01,-8.026755852842837324e-02,-1.151674248621314955e-02
9.230769230769229949e+00,-7.625824532171766590e-01,-5.098408485424089642e-01,-4.223610582512006273e-01,-3.296646815978437894e-01,-2.632983180429012693e-01,-1.696194535764341538e-01,-7.692307692307653877e-02,-1.055671336813468475e-02
9.264214046822742077e+00,-7.631199906742184291e-01,-5.043957321143898165e-01,-4.211776451238639085e-01,-3.323028538775550933e-01,-2.683637502326313706e-01,-1.624533865640321872e-01,-7.357859531772581452e-02,-9.639491672800093447e-03
9.297658862876254204e+00,-7.637648505933437582e-01,-4.990107768955523992e-01,-4.200116386549787029e-01,-3.349881874101644508e-01,-2.735190982259928516e-01,-1.552575649571865668e-01,-7.023411371237475720e-02,-8.765024528200826559e-03
9.331103678929766332e+00,-7.645157356303821095e-01,-4.936861585753552495e-01,-4.188632858256241542e-01,-3.377192091620481174e-01,-2.787628176977362537e-01,-1.480337087705974053e-01,-6.688963210702270068e-02,-7.933240642709504797e-03
9.364548494983276683e+00,-7.653713700908716389e-01,-4.884220367530386353e-01,-4.177328357747679410e-01,-3.404944838395046469e-01,-2.840933838144327206e-01,-1.407835024369347154e-01,-6.354515050167230950e-02,-7.144050476598939881e-03
9.397993311036788810e+00,-7.663305005436703565e-01,-4.832185550759476866e-01,-4.166205397287495726e-01,-3.433126143640433670e-01,-2.895092919186011970e-01,-1.335085942610256815e-01,-6.020066889632136320e-02,-6.397346450876417734e-03
9.431438127090300938e+00,-7.673918962619691309e-01,-4.780758414087354913e-01,-4.155266509253682239e-01,-3.461722421442031683e-01,-2.950090580456329326e-01,-1.262105960721328080e-01,-5.685618729097019486e-02,-5.693003192397072532e-03
9.464882943143813065e+00,-7.685543495119093738e-01,-4.729940080320986784e-01,-4.144514245324368851e-01,-3.490720471654265022e-01,-3.005912192938557936e-01,-1.188910830526280771e-01,-5.351170568561847141e-02,-5.030877814046430530e-03
9.498327759197323417e+00,-7.698166757075899369e-01,-4.679731518695358083e-01,-4.133951175606287443e-01,-3.520107479183203214e-01,-3.062543340666954439e-01,-1.115515937225742826e-01,-5.016722408026796920e-02,-4.410810228640760222e-03
9.531772575250835544e+00,-7.711777134498842834e-01,-4.630133547404344796e-01,-4.123579887704826863e-01,-3.549871011843659385e-01,-3.119969822044861285e-01,-1.041936300610313282e-01,-4.682274247491602370e-02,-3.832623495034548355e-03
9.565217391304347672e+00,-7.726363244650146234e-01,-4.581146836378026110e-01,-4.113402985734212480e-01,-3.579999016967764236e-01,-3.178177650220298522e-01,-9.681865774620879161e-02,-4.347826086956485536e-02,-3.296124194816729691e-03
9.598662207357859799e+00,-7.741913934574268241e-01,-4.532771910286897965e-01,-4.103423089266394763e-01,-3.610479816929502705e-01,-3.237153052665747710e-01,-8.942810649790089439e-02,-4.013377926421501929e-02,-2.801102837836189074e-03
9.632107023411370150e+00,-7.758418278900808263e-01,-4.485009151753241996e-01,-4.093642832217464500e-01,-3.641302103736178131e-01,-3.296882470094736339e-01,-8.202337050699015641e-02,-3.678929765886396197e-02,-2.347334294716563186e-03
9.665551839464882278e+00,-7.775865577039742238e-01,-4.437858804749690300e-01,-4.084064861670424484e-01,-3.672454932825159890e-01,-3.357352554834200919e-01,-7.460580893803792080e-02,-3.344481605351157238e-02,-1.934578254414787146e-03
9.698996655518394405e+00,-7.794245349873369921e-01,-4.391320978162922550e-01,-4.074691836633139719e-01,-3.703927716192041419e-01,-3.418550168758640595e-01,-6.717674649226823558e-02,-3.010033444816151427e-02,-1.562579704818212178e-03
9.732441471571906533e+00,-7.813547336038235702e-01,-4.345395649501715418e-01,-4.065526426730534659e-01,-3.735710214964584885e-01,-3.480462380879614237e-01,-5.973747401940210366e-02,-2.675585284280912468e-02,-1.231069434309506327e-03
9.765886287625416884e+00,-7.833761487877651808e-01,-4.300082668726733504e-01,-4.056571310830329180e-01,-3.767792531525492317e-01,-3.543076464672750836e-01,-5.228924916794219779e-02,-2.341137123745884452e-02,-9.397645521836972549e-04
9.799331103678929011e+00,-7.854877967135897032e-01,-4.255381762180289185e-01,-4.047829175601392881e-01,-3.800165101276672397e-01,-3.606379895213446263e-01,-4.483329706457783725e-02,-2.006688963210689902e-02,-6.883690257835084481e-04
9.832775919732441139e+00,-7.876887140454447156e-01,-4.211292536593773672e-01,-4.039302714004282535e-01,-3.832818684128220799e-01,-3.670360346182615086e-01,-3.737081101436101616e-02,-1.672240802675561966e-02,-4.765742321937160852e-04
9.866220735785953266e+00,-7.899779574722269881e-01,-4.167814483151082161e-01,-4.030994623713621827e-01,-3.865744355785221131e-01,-3.735005686794619084e-01,-2.990295321424296660e-02,-1.337792642140456234e-02,-3.040595223423390027e-04
9.899665551839463618e+00,-7.923546032323878219e-01,-4.124946981586190553e-01,-4.022907605471930381e-01,-3.898933498898216055e-01,-3.800303978691412787e-01,-2.243085547342638097e-02,-1.003344481605339400e-02,-1.704927953737245987e-04
9.933110367892975745e+00,-7.948177466321152407e-01,-4.082689304293768418e-01,-4.015044361375049720e-01,-3.932377794134377380e-01,-3.866243472839078210e-01,-1.495561993476846041e-02,-6.688963210702003614e-03,-7.553108117091546746e-05
9.966555183946487873e+00,-7.973665015599212813e-01,-4.041040620432326813e-01,-4.007407593089177267e-01,-3.966069211220365487e-01,-3.932812606456531634e-01,-7.478319792230458951e-03,-3.344481605352056519e-03,-1.882112896512768178e-05
1.000000000000000000e+01,-7.999999999999980460e-01,-3.999999999999996336e-01,-3.999999999999992450e-01,-3.999999999999991895e-01,-3.999999999999982458e-01,-7.232558785822199301e-16,-4.064847368196842701e-16,-1.031654948325017366e-17
